Title,Speaker,File,Event,Date,Type,Category,Video,Podcast,Web,Description
UBS Helix Knowledge Graph: The Power of Information,Natasa Varytimou,/Transcripts/Connected Data World 2021/Presentations/Natasa+recording.srt,Connected Data World 2021,03/12/2021,Presentation,Knowledge Graphs,https://www.youtube.com/watch?v=cod2Al7ooZs,,https://2021.connecteddataworld.com/talks/natasa-varytimou-ubs-helix-knowledge-graph-the-power-of-information/,"UBS Helix Knowledge Graph was created to unify and streamline the information about our technical estate to maximize the impact of our technology spend :

- Break the silos of our applications
- Reduce redundancies and duplications in the structure and vocabulary of our applications
- Enable a 360o view of technical assets.
- Reduce complexity and eradicate undocumented data definitions
- Make it easier to rapidly answer questions about our technical estate
Enable a 360o view of technical assets.

Reduce complexity and eradicate undocumented data definitions

Make it easier to rapidly answer questions about our technical estate

Helix provides Business, IT Managers and every single user of data, the power of knowledge by answering questions common not only in a financial institution but in every organization that has an IT Department:

- How many application do I have?
- What infrastructure do they leverage?
- Where do I have Technical Debt and how can I reduce it;
- Where do I invest my money?
- What does an application cost me?
- For which business capability am I spending the most dollars/have the most opportunity for consolidation?
- Where am I spending too much money on applications I should be decommissioning?
- What data do each of my system has and how does it flow?
How many application do I have?

What infrastructure do they leverage?

Where do I have Technical Debt and how can I reduce it;

Where do I invest my money?

What does an application cost me?

For which business capability am I spending the most dollars/have the most opportunity for consolidation?

Where am I spending too much money on applications I should be decommissioning?

What data do each of my system has and how does it flow?

Helix is based on open and standard technologies and model-driven architecture.

Provides an open framework for data publishers to integrate with Helix and also unlimited possibilities for users to create their own search for information in an intuitive and web-like manner.

No more spreadsheets, no more predefined APIs and reports that need programmatical effort.

UBS Helix Knowledge Graph is the new generation and the technical landscape is only the beginning."
The Enterprise Knowledge Graph,Omar Khan and David Newman,/Transcripts/Connected Data World 2021/Presentations/Omar Khan and David Newman - The Enterprise Knowledge Graph _ CDW21 Presentation.srt,Connected Data World 2021,03/12/2021,Presentation,Knowledge Graphs,https://www.youtube.com/watch?v=fNz_aWgtIuA,,https://2021.connecteddataworld.com/talks/the-enterprise-knowledge-graph/,"In this talk we’ll canvas the Enterprise Knowledge Graph, and how you can apply it using its cornerstones of:

- Foundational building blocks
- Information model expressivity
- Machine understandable representations
- Transcending the relational model
- How an EKG expands on a graph and a knowledge graph
- Provides an infrastructure for Machine Learning
- Contrasting an unlinked with linked data environment
- Question and answering model emergence
- Semantic similarity & embedding
- Focused UI"
Graph Abstractions Matter,Ora Lassila,/Transcripts/Connected Data World 2021/Presentations/Ora Lassila - Graph Abstractions Matter _ CDW21 Presentations.srt,Connected Data World 2021,03/12/2021,Presentation,Semantic Technology,https://www.youtube.com/watch?v=-3fRKaz94WI,https://pod.co/the-connected-data-podcast/graph-abstractions-matter-ora-lassila,https://2021.connecteddataworld.com/talks/graph-abstractions-matter/,"While mathematicians have used graph theory since the 18th century to solve problems, the software patterns for graph data are new to most developers. To enable ""mass adoption"" of graph technology, we need to establish the right abstractions, access APIs, and data models.

RDF triples, while of paramount importance in establishing RDF graph semantics, are a low-level abstraction, much like using assembly language. For practical and productive “graph programming” we need something different.

Similarly, existing declarative graph query languages (such as SPARQL and Cypher) are not always the best way to access graph data, and sometimes you need a simpler interface (e.g., GraphQL), or even a different approach altogether (e.g., imperative traversals such as with Gremlin).

Furthermore, the nascent graph database industry has not been able to settle on a single graph model: Developers are forced to choose between RDF, a standard that offers broad interoperability, and Labeled Property Graphs (LPG), which offer an object model-like abstraction but lack interoperability.

We present ongoing work towards “OneGraph” (1G), a unifying logical model for graphs. 1G will enable developers to choose their higher-level graph abstractions and query language(s) independent of a particular graph model (RDF or LPG), and thus they do not have to worry that this choice will later limit their access to other available tooling (ETL, visualization, etc.)."
Reasoning for the Answer: Who is the Greatest Formula 1 Driver of all Time?,Peter Crocker,/Transcripts/Connected Data World 2021/Presentations/Peter Crocker - Reasoning for the Answer_ Who is the Greatest Formula 1 Driver of all Time_ _ CDW21.srt,Connected Data World 2021,03/12/2021,Presentation,Semantic Technology,https://www.youtube.com/watch?v=YLJv87usKss,,https://2021.connecteddataworld.com/talks/reasoning-for-the-answer-who-is-the-greatest-formula-1-driver-of-all-time/,"RDFox, the high-performance knowledge graph and semantic reasoner, is used to answer business questions by manipulating and enriching data, extracting insights.

At the highest level, questions often take the form: ‘what is the best _?’. Today we ask a question appropriate for its unmatched speed, finding like for like as the fastest out there. Who is the greatest Formula 1 driver of all time?

Affected by so many variables, how can you compare Hamilton to Schumacher to Lauda when they raced decades apart? With half a century of race data, RDFox gives the answer.

Designed around a highly optimised in-memory approach, it affords query and loading times that are orders of magnitudes faster than alternative triplestores. RDFox is developed by Oxford Semantic Technologies—an Oxford University spin-out founded by leading academics and backed by decades of cutting-edge research in semantic web technologies, recognised with a Lovelace Medal."
"RDF Leveled the Advantages of LPG and Keeps 3 Key Benefits: Standards, Semantics & Interoperability",Atanas Kiryakov,"/Transcripts/Connected Data World 2021/Presentations/RDF Leveled the Advantages of LPG and Keeps 3 Key Benefits_ Standards, Semantics & Interoperability.srt",Connected Data World 2021,03/12/2021,Presentation,Semantic Technology,https://www.youtube.com/watch?v=cwgj6nF53Tg,,https://2021.connecteddataworld.com/talks/rdf-leveled-the-advantages-of-lpg-and-keeps-3-key-benefits-standards-semantics-and-interoperability/,"Knowledge graphs are the next generation tool for helping businesses make critical decisions, based on harmonized knowledge models and data derived from siloed source systems. Due to the huge value generated by their data standardization and semantic modeling capabilities, knowledge graphs are most often associated with data integration, linking, unification and information reuse. As more and more organizations are turning to knowledge graphs for better data and content analytics, search and graph exploration become key requirements also.

For many years, two main advantages of labeled property graphs (LPG) have been pointed out: they can deal with properties on edges in the graph and they are good for graph traversal. They are gone now, given that the leading triplestores support:

- RDF-star, which offers a simple and efficient mechanism to attach metadata to the edges of a graph, e.g. weights, access restrictions and provenance information.
- SPARQL extensions that allow for exploration of multi-hop relationships in graphs.
The support for these extensions of the RDF and SPARQL is not implemented as a patch allowing us to check the box. RDF-star is already used by tools downstream and evaluations that prove efficiency improvement in managing Wikidata. RDF-star goes beyond the expressivity of LPG offering not just key-value pairs, but rather the full flexibility of making statements about statements.

Ever since version 1.1 SPARQL property paths support graph traversal, allowing you to discover relationships between resources through arbitrary length patterns. Property paths uncover the start and end nodes of a specific path, but not the intermediate ones. There are standard complaint extensions of SPARQL now, which offer exploration of the paths and support all the different variants of the task, e.g. shortest path vs. all paths. And there are RDF engines that take advantage of their reasoning capabilities to score well at the LDBC Social Network Benchmark.

Having graph-exploration covered, let us go back to the core requirements for knowledge graph management. RDF is recognized as the better option for knowledge graphs, because its web-native syntax supports data exchange and sharing and because its formal semantics allows for easy alignment of meaning and structure across sources, unified views and unambiguous interpretation.

On the other hand, LPGs lack many features that are an absolute must for enterprise data management, e.g. schema language, data serialization formats and federation. On the semantics side, they lack ontology modelling language and data validation. What’s most important, there are no standards in the LPG space to guarantee interoperability and reduce vendor lock in.

RDF engines check all the boxes: simple-yet-powerful graph model, standard schema and query languages, formal semantics, efficient graph traversal, analytics and reasoning, packed with all the enterprise features. There are a couple of cases where LPGs still have an edge: micromanaged exploration using Gremlin and heavy analytics for wardrobes with TBs of RAM."
Systems that learn and reason,Frank van Harmelen,/Transcripts/Connected Data World 2021/Presentations/Systems that learn and reason _ Frank van Harmelen _ Connected Data World 2021.srt,Connected Data World 2021,03/12/2021,Presentation,Semantic Technology,https://www.youtube.com/watch?v=0OnvkuKcGN0,https://pod.co/the-connected-data-podcast/systems-that-learn-and-reason-frank-van-harmelen,https://2021.connecteddataworld.com/talks/frank-van-harmelen-systems-that-learn-and-reason/,"After the amazing breakthroughs of machine learning (deep learning or otherwise) in the past decade, the shortcomings of machine learning are also becoming increasingly clear: unexplainable results, data hunger and limited generalisability are all becoming bottlenecks.

In this talk we will look at how the combination with symbolic AI (in the form of very large knowledge graphs) can give us a way forward, towards machine learning systems that can explain their results, that need less data, and that generalise better outside their training set."
The Business Case for Data Management,Mike Atkin,/Transcripts/Connected Data World 2021/Presentations/The Business Case for Data Management _ Mike Atkin _ Connected Data World 2021.srt,Connected Data World 2021,03/12/2021,Presentation,Semantic Technology,https://www.youtube.com/watch?v=BGM8cHYeJAI,,https://2021.connecteddataworld.com/talks/the-business-case-for-data-management/,"The data that flows around our organizations and across our industry is the result of complex business processes that can represent legal obligations, client commitments or critical parameters related to research. Content that is extracted from these original sources must be precise and understood in context – but have often been transformed, modified and renamed to drive the software that propels our applications.

The result is the use of common words that mean different things and the expression of common concepts using a variety of words. The problem is exacerbated when seeking to align systems and processes because the terms used in one application do not always capture critical nuances that are needed for onward processing.

We refer to this problem as “data incongruence” and it is a serious liability. It was created by technology fragmentation and proprietary approaches to data integration. It adds cost, complexity and structural rigidity to operations. It diverts resources away from business goals and leads to frustration by stakeholders. It extends the time-to-value for new initiatives and often leads to more regulatory oversight challenges.

This is a problem that can be solved. The payoff is significant, and the value is sustainable. There is a real cost associated with the transformation, but the cost is relatively short-term (and the transition can be managed incrementally). And while it is not a ‘rip and replace’ technology cost – it does require a mindset shift and does include a series of data integration challenges."
Graph Algorithms & Graph Machine Learning: Making Sense of Today's Choices,Victor Lee,/Transcripts/Connected Data World 2021/Presentations/Victor_Lee_graph_alg_and_graph_ML_making_sense_Recording_1920x1050.srt,Connected Data World 2021,03/12/2021,Presentation,Graph AI,https://www.youtube.com/watch?v=d1oLRt1_-X8,,https://2021.connecteddataworld.com/talks/graph-algorithms-and-graph-machine-learning-making-sense-of-todays-choices/,"Graph machine learning is coming of age, with rapid research development and growing interest. Users now have several alternatives to choose from: graph pattern matching, graph algorithms, graph embeddings, and graph neutral networks.

Does graph machine learning replace graph algorithms? How does graph machine learning different from other machine learning? What sort of system do I need to run these analytical techniques?

This talk provides a description of these four categories of graph analytics, what sort of problems they tackle, their benefits, and their requirements.

The explanations will be illustrated with examples for fraud detection, recommendation, supply chain management, and other real-world use cases."
,,,,,,,,,,
,,,,,,,,,,
(DataCatalog)_-[poweredBy]-_(KnowledgeGraph),Juan Sequeda & Bryon Jacob,/Transcripts/Knowledge Connexions 2020/Presentations/(DataCatalog)_-[poweredBy]-_(KnowledgeGraph).srt,Knowledge Connexions 2020,02/12/2020,Presentation,Knowledge Graphs,https://www.youtube.com/watch?v=6HoVC6cq4dQ,,https://knowledge-connexions-conference.heysummit.com/talks/datacatalog-poweredby-knowledgegraph/,"Your data catalog, ergo your company knowledge, must be powered by a knowledge graph.

But most organizations don't have a clear picture of their data assets, how they are connected, or how they're being used.

Bryon and Juan will discuss why a successful journey from metadata to data to knowledge management depends on a graph foundation that enables flexibility, extensibility and agility in order to future-proof your enterprise data investment.

They'll share their experiences on building large scale data catalogs and knowledge graphs and how you can get started on this journey."
DBpedia Databus: A platform to evolve knowledge and AI from versioned web files,Sebastian Hellmann,/Transcripts/Knowledge Connexions 2020/Presentations/DBpedia Databus - A platform to evolve knowledge and AI from versioned web files.srt,Knowledge Connexions 2020,02/12/2020,Presentation,Knowledge Graphs,https://www.youtube.com/watch?v=PcxJrlTsVxg,,https://knowledge-connexions-conference.heysummit.com/talks/dbpedia-databus-a-platform-to-evolve-knowledge-and-ai-from-versioned-web-files/,"Most existing systems employ a software-driven workflow to achieve their development goals. They ignore data engineering completely. This is a fatal mistake, when it comes to knowledge intensive development projects such as AI.

While a plethora of tools is available to manage software issues, around 80% of the effort in AI goes into data engineering with hardly any tool support for acquisition, data quality curation and validation or integration.

In the presentation, we elaborate on the agile data engineering methodology that is supported by the [DBpedia Databus] (http://databus.dbpedia.org).

In the theoretical part, we will introduce the notion of abstract datasets that follow the Maven model and show how rich metadata can be exploited to structure web files in an interoperable way.

Towards the end, we will present practical use cases that have been realized with the DBpedia Databus and introduce some very useful tools for knowledge engineers that speed up the data massaging for AI by a factor of 50."
"Deep Learning on Graphs: Past, Present, And Future",Michael Bronstein,"/Transcripts/Knowledge Connexions 2020/Presentations/Deep Learning on Graphs_ Past, Present, And Future.srt",Knowledge Connexions 2020,02/12/2020,Presentation,Graph AI,https://www.youtube.com/watch?v=3VvNae5mHY0,https://pod.co/the-connected-data-podcast/deep-learning-on-graphs-past-present-and-future-michael-bronstein,https://knowledge-connexions-conference.heysummit.com/talks/deep-learning-on-graphs-past-present-and-future/,"Graph representation learning has recently become one of the hottest topics in machine learning.

One particular instance, graph neural networks, is being used in a broad spectrum of applications ranging from 3D computer vision and graphics to high energy physics and drug design.

Despite the promise and a series of success stories of graph deep learning methods, we have not witnessed so far anything close to the smashing success convolutional networks have had in computer vision.

In this talk, I will outline my views on the possible reasons and how the field could progress in the next few years."
GraphEDM: A Unified Framework for Machine Learning on Graphs,Ines Chami,/Transcripts/Knowledge Connexions 2020/Presentations/GraphEDM A Unified Framework for Machine Learning on Graphs.srt,Knowledge Connexions 2020,02/12/2020,Presentation,Graph AI,https://www.youtube.com/watch?v=F-JYqMCWaaM,,https://knowledge-connexions-conference.heysummit.com/talks/ines-chami-presentation/,"There has been a surge of recent interest in learning representations for graph-structured data.

Graph representation learning methods have generally fallen into three main categories, based on the availability of labeled data.

The first, network embedding (such as shallow graph embedding or graph auto-encoders), focuses on learning unsupervised representations of relational structure.

The second, graph regularized neural networks, leverages graphs to augment neural network losses with a regularization objective for semi-supervised learning.

The third, graph neural networks, aims to learn differentiable functions over discrete topologies with arbitrary structure.

In this talk, we present our recent GraphEDM unified framework which bridges the gap between these disparate bodies.

We use GraphEDM to describe many popular graph representation learning methods such as DeepWalk and Graph Convolutional Neural Networks."
Secret Knowledge: Visualizing Complexity,Kirell Benzi,/Transcripts/Knowledge Connexions 2020/Presentations/Kirell_Benzi_Secret Knowledge_ Visualizing Complexity.srt,Knowledge Connexions 2020,02/12/2020,Presentation,Knowledge Graphs,https://www.youtube.com/watch?v=RKLFPZhzfkw,,https://knowledge-connexions-conference.heysummit.com/talks/secret-knowledge-visualizing-complexity/,"In this interactive presentation, where the audience's choice determines the outcome, we will introduce Data Art and demonstrate how it can be used as a new communication medium to tell impactful stories by connecting scientific rigor with creativity.

Most of the presentation will focus on graph-based datasets born from complexity with a small detour through deep neural networks and other surprises.

Come and vote to choose how our journey will unravel in real-time while being comfortable being your screen. Originality and novelty guaranteed!"
"Knowledge Graphs as Hub for Data, Metadata and Content",Atanas Kiryakov and Vassil Momtchev,"/Transcripts/Knowledge Connexions 2020/Presentations/Knowledge Graphs as Hub for Data, Metadata and Content. And the Partners Needed to Deliver the Multitude of Applications.srt",Knowledge Connexions 2020,02/12/2020,Presentation,Knowledge Graphs,https://www.youtube.com/watch?v=zWqd9sdvO9Q,,https://knowledge-connexions-conference.heysummit.com/talks/knowledge-graphs-as-hub-for-data-metadata-and-content/,"There is no mature market for Knowledge Graphs! Not yet. But they disrupt data and content management by offering flexible integration, unified access and a platform for analytics.

We will mindmap the markets and the applications where knowledge graphs add value:

- Decision making: derive profound insights from richer and better interconnected data.
- Search and discovery: get more relevant results and connect the dots in less time.
- Publishing: repackage and better monetize content and data.
- Data governance: automation of updates and data quality management.
- Operations: infrastructure monitoring and configuration management.
We will present how Ontotext puts together the technology stack and the partner ecosystem needed to deliver all these applications.

Finally, we will show how the JDBC driver and the data virtualization, recently added to GraphDB, make it easier to transform your data into a graph, mapp them to a big ontology (e.g. FIBO) and access them from a BI tool."
Modelling regulation requirements using SHACL,Veronika Heimsbakk,/Transcripts/Knowledge Connexions 2020/Presentations/Modelling regulation requirements using SHACL.srt,Knowledge Connexions 2020,02/12/2020,Presentation,Semantic Technology,https://www.youtube.com/watch?v=dWisDVCQT5E,,https://knowledge-connexions-conference.heysummit.com/talks/modelling-regulation-requirements-using-shacl/,"When working for a public agency in Norway it became apparent that the Web Ontology Language (OWL) was not expressive enough to represent a detailed model for requirements described in regulations.

The Shape Constraint Language (SHACL) came to a rescue!

This presentation will talk you through how to go from regulation text to SHACL model used for information withdrawal in an ongoing project."
Protecting vital public health programs with AI and Knowledge Graphs,Vanessa Lopez,/Transcripts/Knowledge Connexions 2020/Presentations/Protecting vital public health programs with AI and Knowledge Graphs.srt,Knowledge Connexions 2020,02/12/2020,Presentation,Knowledge Graphs,https://www.youtube.com/watch?v=8QxMssbx5Xg,,https://knowledge-connexions-conference.heysummit.com/talks/vanessa-lopez-presentation/,"Health and social services are complex domains that have a direct impact on people's lives and where vast amounts of money are spent globally.

When funding intended for public health programs is lost to Fraud Waste and Abuse, vulnerable citizens are ultimately the victims. In challenging times, ensuring financial integrity and fairer distribution of services by reducing disparities are among the top priorities for healthcare systems.

In this talk, I will provide a perspective from my journey in adopting research in Knowledge Graphs and AI to address significant societal problems in the healthcare industry.

In particular, Knowledge Graphs emerged as a unifying technology that facilitates bringing diverse data sources together to unlock new knowledge and empower professionals to reduce healthcare disparities.

Through a combination of natural language understanding, deep learning, and knowledge representation for modelling human-expertise and reasoning, we are investigating unique functionalities to automatically extract actionable knowledge from large text policy documents.

We identify medical claims that infringe policy, either intentionally (fraudulent) or unintentionally (e.g., providing unnecessary services or inconsistent with accepted medical practices).

We aim to understand the social program levers that drive positive health."
Sales AI: Building and maintaining a knowledge graph,Eran Avidan,/Transcripts/Knowledge Connexions 2020/Presentations/Sales AI - Building and maintaining a knowledge graph.srt,Knowledge Connexions 2020,02/12/2020,Presentation,Knowledge Graphs,https://www.youtube.com/watch?v=R4Ui-QCY2ww,,https://knowledge-connexions-conference.heysummit.com/talks/sales-ai-building-and-maintaining-a-knowledge-graph/,"The staggering increase in private data stored by corporations is driving numerous efforts aimed at utilizing the data for business purposes.

One compelling approach is to merge private data with the plethora of available public sources into a seemingly single unit that is searchable and regularly updated.

In this talk we demonstrate how we achieved this vision using a scalable asynchronous stream processing architecture that can handle Terabytes of data and ensure data relevance via regular updates.

Eran Avidan offers an overview of a novel architecture based on Kafka streams, Kubernetes and Neo4J that easily enables the transformation of any piece of information into a knowledge graph structure while maintaining its freshness over time.

The solution is based on a series of distributed asynchronous steps that ‘listens’ to changes in private and public data sources including sales information, marketing activity, social media and commercial websites, extracts knowledge, structures the knowledge into a multitude of appropriate graph formations, and inserts that knowledge into a large and growing graph database.

This solution serves as a knowledge base for new AI models that are used by Intel’s Sales and Marketing Group to aid in detecting otherwise difficult to find links between potential clients and as a result directly help Intel in better serving its customers.

The Sales AI knowledge graph currently holds hundreds of millions of connected entities with thousands being fetched, enriched and connected to the graph by the hour.

The approach is highly generalizable and can be applied to a broad range of settings that could benefit from integration of large private and public data into a rich graph of knowledge."
The game plan for your Knowledge Graph-driven FAIR data platform,Sebastian Schmidt,/Transcripts/Knowledge Connexions 2020/Presentations/The game plan for your Knowledge Graph-driven FAIR data platform.srt,Knowledge Connexions 2020,02/12/2020,Presentation,Knowledge Graphs,https://www.youtube.com/watch?v=40FpKUFU6Zo,,https://knowledge-connexions-conference.heysummit.com/talks/the-game-plan-for-your-knowledge-graph-driven-fair-data-platform/,"This talk will highlight our lessons learned and best practices for building a Knowledge Graph-driven FAIR data platform to drive digital transformation.

The session will focus on agile data management and governance with Knowledge Graphs, following the FAIR Data principles.

It will cover topics such as data catalogues, ontology modelling, taxonomy integration, user experience development, and how low-code platforms allow you to get from idea to production in less than 2 weeks."
Van Gogh Worldwide: Constructing and searching a knowledge graph of linked art,Michiel Hildebrand,/Transcripts/Knowledge Connexions 2020/Presentations/Van Gogh Worldwide -- constructing and searching a knowledge graph of linked art.srt,Knowledge Connexions 2020,02/12/2020,Presentation,Knowledge Graphs,https://www.youtube.com/watch?v=QgnDyFS0e5s,,https://knowledge-connexions-conference.heysummit.com/talks/michiel-hildebrand-presentation/,"Van Gogh Worldwideis a platform that brings together professional information about the work and life of Vincent van Gogh.

In this presentation we share how Spinque realized the platform using information from cultural heritage institutions worldwide.

On the knowledge construction side we touch upon the lessons learned to construct a knowledge graph in a loosely distributed fashion, to capture the sweet spot in data modeling complexity and the challenges to motivate a community.

On the knowledge access side we demonstrate how Spinque’s probabilistic graph database is used to implement both the graph queries as well as the full-text search."
"Leveraging Large Language Models & Knowledge Graphs for Environmental, Social & Governance Analysis",Adam Wangrat,,Knowledge Graphs & Large Language Model integration: Real world examples. April 2024 Meetup,25/04/2024,Presentation,Knowledge Graphs,https://www.youtube.com/watch?v=EfrUZA_13Ts,,https://www.meetup.com/connected-data-london/events/300191567/,"Adam Wangrat, Lead Knowledge Graph Engineer, Neural Alpha explores how integrating Large Language Models (LLMs) and Knowledge Graphs can revolutionize Environmental, Social, and Governance (ESG) research, disclosure analysis, custom benchmarking and other requirements.

By combining the power of an LLM-based question-answering system with a Neo4j Knowledge Graph containing rich ESG-related data, we can enable more accurate, context-aware, and insightful responses to user queries about ESG factors.

Through real-world examples and practical strategies, attendees will learn how this synergy can transform ESG analysis, driving informed decision-making and stakeholder engagement.

Adam Wangrat is the Lead Knowledge Graph Engineer with extensive experience in designing and implementing data integration solutions and knowledge graphs for ESG-related projects.

His expertise spans data engineering, backend development, and applied AI, enabling him to provide valuable insights into leveraging cutting-edge technologies for ESG analysis."
How Graph RAG and rules-based AI can power expert chatbots and other applications,Nick Form &Cen Xi Toh,,Knowledge Graphs & Large Language Model integration: Real world examples. April 2024 Meetup,25/04/2024,Presentation,Knowledge Graphs,https://www.youtube.com/watch?v=S_cSeQnC7pk,,https://www.meetup.com/connected-data-london/events/300191567/,"Explore how to improve the accuracy of Large Language Models by implementing a Retrieval Augmented Generation approach using RDFox by Oxford Semantic Technologies - a knowledge graph with an embedded semantic reasoner.

Nick Form and Cen Xi Toh demonstrate how this technology can power a chatbot to provide truthful, expert answers to even the most complex questions, using an example everyone can relate to - food!

The demo concentrates on the use of an LLM in comprehending natural language, initiating function calls, and generating natural language responses.

It then covers how the use of rules and reasoning enhances the LLM's understanding and interpretation. The potential for other use cases across a variety of industries is also be explored."
